t,T_sec,H_sec,P_gaz,Flame,V_Fl_1,V_Fl_2,V_Fl_3,V_H2,V_But,Etat
550.00,43.139,89.365,1650,1,0,0,1,1,0,3
560.00,43.545,89.299,1650,1,0,0,1,1,0,3
570.00,43.950,89.230,1650,1,0,0,1,1,0,3
580.00,44.354,89.158,1650,1,0,0,1,1,0,3
590.00,44.756,89.083,1650,1,0,0,1,1,0,3
600.00,45.158,89.004,1650,1,0,0,1,1,0,3
610.00,45.558,88.923,1650,1,0,0,1,1,0,3
620.00,45.958,88.838,1650,1,0,0,1,1,0,3
630.00,46.356,88.751,1650,1,0,0,1,1,0,3
640.00,46.753,88.660,1650,1,0,0,1,1,0,3
650.00,47.149,88.567,1650,1,0,0,1,1,0,3
660.00,47.543,88.471,1650,1,0,0,1,1,0,3
670.00,47.937,88.371,1650,1,0,0,1,1,0,3
680.00,48.330,88.269,1650,1,0,0,1,1,0,3
690.00,48.721,88.164,1650,1,0,0,1,1,0,3
700.00,49.111,88.056,1650,1,0,0,1,1,0,3
710.00,49.501,87.945,1650,1,0,0,1,1,0,3
720.00,49.889,87.831,1650,1,0,0,1,1,0,3
730.00,50.276,87.715,1650,1,0,0,1,1,0,3
740.00,50.662,87.595,1650,1,0,0,1,1,0,3
750.00,51.046,87.473,1650,1,0,0,1,1,0,3
760.00,51.430,87.348,1650,1,0,0,1,1,0,3
770.00,51.813,87.221,1650,1,0,0,1,1,0,3
780.00,52.194,87.091,1650,1,0,0,1,1,0,3
790.00,52.575,86.958,1650,1,0,0,1,1,0,3
800.00,52.954,86.822,1650,1,0,0,1,1,0,3
810.00,53.333,86.684,1650,1,0,0,1,1,0,3
820.00,53.710,86.544,1650,1,0,0,1,1,0,3
830.00,54.086,86.401,1650,1,0,0,1,1,0,3
840.00,54.461,86.255,1650,1,0,0,1,1,0,3
850.00,54.835,86.107,1650,1,0,0,1,1,0,3
860.00,55.208,85.956,1650,1,0,0,1,1,0,3
870.00,55.580,85.803,1650,1,0,0,1,1,0,3
880.00,55.951,85.647,1650,1,0,0,1,1,0,3
890.00,56.321,85.489,1650,1,0,0,1,1,0,3
900.00,56.690,85.329,1650,1,0,0,1,1,0,3
910.00,57.058,85.166,1650,1,0,0,1,1,0,3
920.00,57.425,85.001,1650,1,0,0,1,1,0,3
930.00,57.790,84.834,1650,1,0,0,1,1,0,3
940.00,58.155,84.664,1650,1,0,0,1,1,0,3
950.00,58.519,84.492,1650,1,0,0,1,1,0,3
960.00,58.881,84.318,1650,1,0,0,1,1,0,3
970.00,59.243,84.142,1650,1,0,0,1,1,0,3
980.00,59.603,83.964,1650,1,0,0,1,1,0,3
990.00,59.963,83.783,1650,1,0,0,1,1,0,3
1000.00,60.321,83.601,1650,1,0,0,1,1,0,3
1010.00,60.679,83.416,1650,1,0,0,1,1,0,3
1020.00,61.035,83.230,1650,1,0,0,1,1,0,3
1030.00,61.391,83.041,1650,1,0,0,1,1,0,3
1040.00,61.745,82.850,1650,1,0,0,1,1,0,3
1050.00,62.099,82.658,1650,1,0,0,1,1,0,3
1060.00,62.451,82.463,1650,1,0,0,1,1,0,3
1070.00,62.803,82.267,1650,1,0,0,1,1,0,3
1080.00,63.153,82.069,1650,1,0,0,1,1,0,3
1090.00,63.503,81.868,1650,1,0,0,1,1,0,3
1100.00,63.851,81.666,1650,1,0,0,1,1,0,3
1110.00,64.199,81.463,1650,1,0,0,1,1,0,3
1120.00,64.545,81.257,1650,1,0,0,1,1,0,3
1130.00,64.891,81.050,1650,1,0,0,1,1,0,3
1140.00,65.236,80.841,1650,1,0,0,1,1,0,3
1150.00,65.579,80.631,1650,1,0,0,1,1,0,3
1160.00,65.922,80.419,1650,1,0,0,1,1,0,3
1170.00,66.263,80.205,1650,1,0,0,1,1,0,3
1180.00,66.604,79.989,1650,1,0,0,1,1,0,3
1190.00,66.944,79.773,1650,1,0,0,1,1,0,3
1200.00,67.283,79.554,1650,1,0,0,1,1,0,3
1210.00,67.620,79.334,1650,1,0,0,1,1,0,3
1220.00,67.957,79.113,1650,1,0,0,1,1,0,3
1230.00,68.293,78.890,1650,1,0,0,1,1,0,3
1240.00,68.628,78.666,1650,1,0,0,1,1,0,3
1250.00,68.962,78.440,1650,1,0,0,1,1,0,3
1260.00,69.295,78.213,1650,1,0,0,1,1,0,3
1270.00,69.627,77.985,1650,1,0,0,1,1,0,3
1280.00,69.959,77.756,1650,1,0,0,1,1,0,3
1290.00,70.289,77.525,1650,1,0,0,1,1,0,3
1300.00,70.618,77.293,1650,1,0,0,1,1,0,3
1310.00,70.947,77.059,1650,1,0,0,1,1,0,3
1320.00,71.274,76.825,1650,1,0,0,1,1,0,3
1330.00,71.600,76.590,1650,1,0,0,1,1,0,3
1340.00,71.926,76.353,1650,1,0,0,1,1,0,3
1350.00,72.251,76.115,1650,1,0,0,1,1,0,3
1360.00,72.575,75.876,1650,1,0,0,1,1,0,3
1370.00,72.897,75.636,1650,1,0,0,1,1,0,3
1380.00,73.219,75.396,1650,1,0,0,1,1,0,3
1390.00,73.540,75.154,1650,1,0,0,1,1,0,3
1400.00,73.860,74.911,1650,1,0,0,1,1,0,3
1410.00,74.180,74.667,1650,1,0,0,1,1,0,3
1420.00,74.498,74.423,1650,1,0,0,1,1,0,3
1430.00,74.815,74.177,1650,1,0,0,1,1,0,3
1440.00,75.132,73.931,1650,1,0,0,1,1,0,3
1450.00,75.447,73.684,1650,1,0,0,1,1,0,3
1460.00,75.762,73.436,1650,1,0,0,1,1,0,3
1470.00,76.076,73.187,1650,1,0,0,1,1,0,3
1480.00,76.389,72.938,1650,1,0,0,1,1,0,3
1490.00,76.701,72.688,1650,1,0,0,1,1,0,3
1500.00,77.012,72.437,1650,1,0,0,1,1,0,3
1510.00,77.323,72.185,1650,1,0,0,1,1,0,3
1520.00,77.632,71.933,1650,1,0,0,1,1,0,3
1530.00,77.940,71.680,1650,1,0,0,1,1,0,3
1540.00,78.248,71.427,1650,1,0,0,1,1,0,3
1550.00,78.555,71.173,1650,1,0,0,1,1,0,3
1560.00,78.861,70.919,1650,1,0,0,1,1,0,3
1570.00,79.166,70.664,1650,1,0,0,1,1,0,3
1580.00,79.470,70.409,1650,1,0,0,1,1,0,3
1590.00,79.773,70.153,1650,1,0,0,1,1,0,3
1600.00,80.076,69.897,1650,1,0,0,1,1,0,3
1610.00,80.378,69.640,1650,1,0,0,1,1,0,3
1620.00,80.678,69.383,1650,1,0,0,1,1,0,3
1630.00,80.978,69.126,1650,1,0,0,1,1,0,3
1640.00,81.277,68.868,1650,1,0,0,1,1,0,3
1650.00,81.576,68.610,1650,1,0,0,1,1,0,3
1660.00,81.873,68.352,1650,1,0,0,1,1,0,3
1670.00,82.169,68.094,1650,1,0,0,1,1,0,3
1680.00,82.465,67.835,1650,1,0,0,1,1,0,3
1690.00,82.760,67.576,1650,1,0,0,1,1,0,3
1700.00,83.054,67.317,1650,1,0,0,1,1,0,3
1710.00,83.347,67.058,1650,1,0,0,1,1,0,3
1720.00,83.640,66.798,1650,1,0,0,1,1,0,3
1730.00,83.931,66.539,1650,1,0,0,1,1,0,3
1740.00,84.222,66.279,1650,1,0,0,1,1,0,3
1750.00,84.512,66.019,1650,1,0,0,1,1,0,3
1760.00,84.801,65.759,1650,1,0,0,1,1,0,3
1770.00,85.089,65.500,1650,1,0,0,1,1,0,3
1780.00,85.377,65.240,1650,1,0,0,1,1,0,3
1790.00,85.663,64.980,1650,1,0,0,1,1,0,3
1800.00,85.949,64.720,1650,1,0,0,1,1,0,3
1810.00,86.234,64.461,1650,1,0,0,1,1,0,3
1820.00,86.518,64.201,1650,1,0,0,1,1,0,3
1830.00,86.802,63.941,1650,1,0,0,1,1,0,3
1840.00,87.084,63.682,1650,1,0,0,1,1,0,3
1850.00,87.366,63.423,1650,1,0,0,1,1,0,3
1860.00,87.647,63.164,1650,1,0,0,1,1,0,3
1870.00,87.927,62.905,1650,1,0,0,1,1,0,3
1880.00,88.207,62.646,1650,1,0,0,1,1,0,3
1890.00,88.485,62.387,1650,1,0,0,1,1,0,3
1900.00,88.763,62.129,1650,1,0,0,1,1,0,3
1910.00,89.040,61.871,1650,1,0,0,1,1,0,3
1920.00,89.316,61.613,1650,1,0,0,1,1,0,3
1930.00,89.592,61.355,1650,1,0,0,1,1,0,3
1940.00,89.867,61.098,1650,1,0,0,1,1,0,3
1945.00,90.001,60.970,0,1,0,0,0,0,0,7
1945.05,90.001,60.968,0,0,0,0,0,0,0,7
1950.00,89.909,60.842,0,0,0,0,0,0,0,7
1960.00,89.726,60.587,0,0,0,0,0,0,0,7
1970.00,89.543,60.335,0,0,0,0,0,0,0,7
1980.00,89.360,60.086,0,0,0,0,0,0,0,7
1990.00,89.178,59.838,0,0,0,0,0,0,0,7
2000.00,88.997,59.593,0,0,0,0,0,0,0,7
2010.00,88.815,59.351,0,0,0,0,0,0,0,7
2020.00,88.635,59.111,0,0,0,0,0,0,0,7
2030.00,88.455,58.873,0,0,0,0,0,0,0,7
2040.00,88.275,58.637,0,0,0,0,0,0,0,7
2050.00,88.096,58.403,0,0,0,0,0,0,0,7
2060.00,87.918,58.172,0,0,0,0,0,0,0,7
2070.00,87.740,57.943,0,0,0,0,0,0,0,7
2080.00,87.562,57.716,0,0,0,0,0,0,0,7
2090.00,87.385,57.491,0,0,0,0,0,0,0,7
2100.00,87.209,57.268,0,0,0,0,0,0,0,7
2110.00,87.033,57.047,0,0,0,0,0,0,0,7
2120.00,86.858,56.828,0,0,0,0,0,0,0,7
2130.00,86.683,56.612,0,0,0,0,0,0,0,7
2140.00,86.508,56.397,0,0,0,0,0,0,0,7
2150.00,86.334,56.184,0,0,0,0,0,0,0,7
2160.00,86.161,55.973,0,0,0,0,0,0,0,7
2170.00,85.988,55.764,0,0,0,0,0,0,0,7
2180.00,85.815,55.558,0,0,0,0,0,0,0,7
2190.00,85.643,55.352,0,0,0,0,0,0,0,7
2200.00,85.471,55.149,0,0,0,0,0,0,0,7
2210.00,85.300,54.948,0,0,0,0,0,0,0,7
2220.00,85.130,54.748,0,0,0,0,0,0,0,7
2230.00,84.960,54.551,0,0,0,0,0,0,0,7
2240.00,84.790,54.355,0,0,0,0,0,0,0,7
2245.00,84.705,54.258,0,0,0,0,0,0,0,0
2250.00,84.621,54.161,0,0,0,0,0,0,0,0
2260.00,84.452,53.968,0,0,0,0,0,0,0,0
2270.00,84.284,53.778,0,0,0,0,0,0,0,0
2280.00,84.116,53.589,0,0,0,0,0,0,0,0
2290.00,83.949,53.402,0,0,0,0,0,0,0,0
2300.00,83.782,53.216,0,0,0,0,0,0,0,0
2310.00,83.616,53.032,0,0,0,0,0,0,0,0
2320.00,83.450,52.850,0,0,0,0,0,0,0,0
2330.00,83.285,52.669,0,0,0,0,0,0,0,0
2340.00,83.120,52.490,0,0,0,0,0,0,0,0
2350.00,82.956,52.313,0,0,0,0,0,0,0,0
2360.00,82.792,52.137,0,0,0,0,0,0,0,0
2370.00,82.628,51.963,0,0,0,0,0,0,0,0
2380.00,82.465,51.790,0,0,0,0,0,0,0,0
2390.00,82.303,51.619,0,0,0,0,0,0,0,0
2400.00,82.141,51.449,0,0,0,0,0,0,0,0
2410.00,81.979,51.281,0,0,0,0,0,0,0,0
2420.00,81.818,51.114,0,0,0,0,0,0,0,0
2430.00,81.657,50.948,0,0,0,0,0,0,0,0
2440.00,81.497,50.784,0,0,0,0,0,0,0,0
2450.00,81.337,50.622,0,0,0,0,0,0,0,0
2460.00,81.177,50.461,0,0,0,0,0,0,0,0
2470.00,81.019,50.301,0,0,0,0,0,0,0,0
2480.00,80.860,50.143,0,0,0,0,0,0,0,0
2490.00,80.702,49.986,0,0,0,0,0,0,0,0
2500.00,80.545,49.831,0,0,0,0,0,0,0,0
2510.00,80.387,49.676,0,0,0,0,0,0,0,0
2520.00,80.231,49.523,0,0,0,0,0,0,0,0
2530.00,80.074,49.372,0,0,0,0,0,0,0,0
2540.00,79.919,49.222,0,0,0,0,0,0,0,0
2550.00,79.763,49.073,0,0,0,0,0,0,0,0
2560.00,79.608,48.925,0,0,0,0,0,0,0,0
2570.00,79.454,48.778,0,0,0,0,0,0,0,0
2580.00,79.300,48.633,0,0,0,0,0,0,0,0
2590.00,79.146,48.489,0,0,0,0,0,0,0,0
2600.00,78.993,48.346,0,0,0,0,0,0,0,0
2610.00,78.840,48.205,0,0,0,0,0,0,0,0
2620.00,78.688,48.064,0,0,0,0,0,0,0,0
2630.00,78.536,47.925,0,0,0,0,0,0,0,0
2640.00,78.385,47.787,0,0,0,0,0,0,0,0
2650.00,78.234,47.650,0,0,0,0,0,0,0,0
2660.00,78.083,47.515,0,0,0,0,0,0,0,0
2670.00,77.933,47.380,0,0,0,0,0,0,0,0
2680.00,77.783,47.247,0,0,0,0,0,0,0,0
2690.00,77.634,47.114,0,0,0,0,0,0,0,0
2700.00,77.485,46.983,0,0,0,0,0,0,0,0
