t,T_sec,H_sec,P_gaz,Flame,V_Fl_1,V_Fl_2,V_Fl_3,V_H2,V_But,Etat
520.00,53.910,86.947,3350,1,0,1,1,1,0,3
530.00,54.757,86.800,3350,1,0,1,1,1,0,3
540.00,55.601,86.646,3350,1,0,1,1,1,0,3
550.00,56.443,86.487,3350,1,0,1,1,1,0,3
560.00,57.283,86.321,3350,1,0,1,1,1,0,3
563.15,57.545,86.268,1650,1,0,0,1,1,0,3
570.00,57.795,86.151,1650,1,0,0,1,1,0,3
580.00,58.160,85.978,1650,1,0,0,1,1,0,3
590.00,58.523,85.802,1650,1,0,0,1,1,0,3
600.00,58.886,85.625,1650,1,0,0,1,1,0,3
610.00,59.248,85.445,1650,1,0,0,1,1,0,3
620.00,59.608,85.263,1650,1,0,0,1,1,0,3
630.00,59.968,85.079,1650,1,0,0,1,1,0,3
640.00,60.326,84.893,1650,1,0,0,1,1,0,3
650.00,60.684,84.704,1650,1,0,0,1,1,0,3
660.00,61.040,84.514,1650,1,0,0,1,1,0,3
670.00,61.396,84.321,1650,1,0,0,1,1,0,3
680.00,61.750,84.127,1650,1,0,0,1,1,0,3
690.00,62.104,83.930,1650,1,0,0,1,1,0,3
700.00,62.454,83.732,0,0,0,0,0,0,0,9
710.00,62.348,83.533,0,0,0,0,0,0,0,9
720.00,62.242,83.335,0,0,0,0,0,0,0,9
730.00,62.137,83.139,0,0,0,0,0,0,0,9
740.00,62.032,82.945,0,0,0,0,0,0,0,9
750.00,61.927,82.751,0,0,0,0,0,0,0,9
760.00,61.823,82.559,0,0,0,0,0,0,0,9
770.00,61.718,82.369,0,0,0,0,0,0,0,9
780.00,61.615,82.179,0,0,0,0,0,0,0,9
790.00,61.511,81.991,0,0,0,0,0,0,0,9
800.00,61.408,81.805,0,0,0,0,0,0,0,9
810.00,61.305,81.619,0,0,0,0,0,0,0,9
820.00,61.202,81.435,0,0,0,0,0,0,0,9
830.00,61.100,81.252,0,0,0,0,0,0,0,9
840.00,60.997,81.071,0,0,0,0,0,0,0,9
850.00,60.896,80.890,0,0,0,0,0,0,0,9
860.00,60.794,80.711,0,0,0,0,0,0,0,9
870.00,60.693,80.533,0,0,0,0,0,0,0,9
880.00,60.592,80.357,0,0,0,0,0,0,0,9
890.00,60.491,80.181,0,0,0,0,0,0,0,9
900.00,60.391,80.007,0,0,0,0,0,0,0,0
910.00,60.291,79.834,0,0,0,0,0,0,0,0
920.00,60.191,79.662,0,0,0,0,0,0,0,0
930.00,60.091,79.491,0,0,0,0,0,0,0,0
940.00,59.992,79.321,0,0,0,0,0,0,0,0
950.00,59.893,79.153,0,0,0,0,0,0,0,0
960.00,59.794,78.986,0,0,0,0,0,0,0,0
970.00,59.696,78.820,0,0,0,0,0,0,0,0
980.00,59.598,78.654,0,0,0,0,0,0,0,0
990.00,59.500,78.491,0,0,0,0,0,0,0,0
1000.00,59.402,78.328,0,0,0,0,0,0,0,0
1010.00,59.305,78.166,0,0,0,0,0,0,0,0
1020.00,59.208,78.005,0,0,0,0,0,0,0,0
1030.00,59.111,77.846,0,0,0,0,0,0,0,0
1040.00,59.015,77.687,0,0,0,0,0,0,0,0
1050.00,58.918,77.530,0,0,0,0,0,0,0,0
1060.00,58.822,77.374,0,0,0,0,0,0,0,0
1070.00,58.727,77.218,0,0,0,0,0,0,0,0
1080.00,58.631,77.064,0,0,0,0,0,0,0,0
1090.00,58.536,76.911,0,0,0,0,0,0,0,0
1100.00,58.441,76.759,0,0,0,0,0,0,0,0
1110.00,58.347,76.608,0,0,0,0,0,0,0,0
1120.00,58.252,76.457,0,0,0,0,0,0,0,0
1130.00,58.158,76.308,0,0,0,0,0,0,0,0
1140.00,58.065,76.160,0,0,0,0,0,0,0,0
1150.00,57.971,76.013,0,0,0,0,0,0,0,0
1160.00,57.878,75.867,0,0,0,0,0,0,0,0
1170.00,57.785,75.721,0,0,0,0,0,0,0,0
1180.00,57.692,75.577,0,0,0,0,0,0,0,0
1190.00,57.600,75.434,0,0,0,0,0,0,0,0
1200.00,57.507,75.292,0,0,0,0,0,0,0,0
